Pricing effective 8/2/2026. Last data refresh 8/4/2026 3:03 AM Pacific,,,,,,,,,,,,,,
Item Number,Description,MSRP,Today's Non-Dealer Price,Today's Non-Dealer Ship Cost,Dealer Price,Dealer Shipping Cost,Dealer MAP,Item Status,Discontinued,Brand,Country of Origin,UPC,Ship Type,Price Notes
C1581,"Handrail Bit (Finger Grip of Set #2), 1/2"" Shank",$48.95,$22.56,See Chart,$22.56,See Chart,,Available,TRUE,Grizzly,TW,690550915819,Parcel,
C1632,"Plunging Ogee Panel Boring Bit, 1/4"" Shank, 13/16"" Cutting Dia.",$20.95,$10.46,See Chart,$10.46,See Chart,,Available,TRUE,Grizzly,TW,690550916328,Parcel,
C1633,"Plunging Ogee Panel Boring Bit, 1/2"" Shank, 13/16"" Cutting Dia.",$16.95,$16.95,See Chart,$15.26,See Chart,,Available,FALSE,Grizzly,TW,690550916335,Parcel,
C1651,"Carbide Tipped Classical Stile & Rail Set, 1/2"" Shank",$118.95,$81.47,See Chart,$81.47,See Chart,,Unavailable,TRUE,Grizzly,TW,690550916519,Parcel,
C1652,"Carbide-Tipped Reversible Stile & Rail - Ogee, 1/2"" Shank",$60.95,$46.38,See Chart,$46.38,See Chart,,Unavailable,TRUE,Grizzly,TW,690550916526,Parcel,
C1653,"Carbide-Tipped Reversible Stile & Rail - Beveled, 1/2"" Shank",$60.95,$38.97,See Chart,$38.97,See Chart,,Unavailable,TRUE,Grizzly,TW,690550916533,Parcel,
C1654,"Carbide-Tipped Reversible Stile & Rail - Classical, 1/2"" Shank",$60.95,$39.27,See Chart,$39.27,See Chart,,Unavailable,TRUE,Grizzly,TW,690550916540,Parcel,
C1657,"Classical Plunging Bit, 1/2"" Shank, 1-3/16"" Dia.",$20.95,$11.06,See Chart,$11.06,See Chart,,Available,TRUE,Grizzly,TW,690550916571,Parcel,
C1664,"10 Bevel Bowl Bit, 1/2"" Shank",$23.95,$14.36,See Chart,$14.36,See Chart,,Available,TRUE,Grizzly,TW,690550916649,Parcel,
C1665,"Tongue & Groove Kit, 1/2"" Shank",$61.95,$61.95,See Chart,$55.76,See Chart,,Available,FALSE,Grizzly,TW,690550916656,Parcel,
C1666,Cutter for C1665,$19.95,$19.95,See Chart,$17.95,See Chart,,Available,FALSE,Grizzly,TW,690550916663,Parcel,
C1667,"1/2"" Arbor w/ Nut for C1665",$4.50,$1.77,See Chart,$1.77,See Chart,,Available,TRUE,Grizzly,TW,690550916670,Parcel,
C1673,"Classical Plunge Pattern Bit, 1/4"" Shank",$33.95,$15.46,See Chart,$15.46,See Chart,,Available,TRUE,Grizzly,TW,690550916731,Parcel,
C1681,"Classical Plunge Pattern Bit, 1/2"" Shank",$34.95,$19.97,See Chart,$19.97,See Chart,,Unavailable,TRUE,Grizzly,TW,690550916816,Parcel,
C1682,"Adj. Finger Joint Bit w/ Bearing Guide, 1/2"" Shank",$82.95,$82.95,See Chart,$74.66,See Chart,,Available,FALSE,Grizzly,TW,690550916823,Parcel,
C1685,"1/2"" Arbor for C1682",$5.50,$2.06,See Chart,$2.06,See Chart,,Available,TRUE,Grizzly,TW,690550916854,Parcel,
C1686,3.6mm Spacer Set for C1682,$6.95,$3.36,See Chart,$3.36,See Chart,,Available,TRUE,Grizzly,TW,690550916861,Parcel,
C1696,"Solid Carbide Spiral Downcut Bit, 1/4"" Shank, 1/4"" Dia.",$12.95,$12.95,See Chart,$11.65,See Chart,,Available,FALSE,Grizzly,TW,690550916960,Parcel,
C1711,"Corner Lock Miter Bit, 1/4"" Shank",$38.95,$38.95,See Chart,$35.05,See Chart,,Available,FALSE,Grizzly,TW,690550917110,Parcel,
C1712,"Corner Lock Miter Bit, 1/2"" Shank, 1-5/8"" Cutting Diameter",$38.95,$38.95,See Chart,$35.05,See Chart,,Available,FALSE,Grizzly,TW,690550917127,Parcel,
C1712Z,"Super-Duty Corner Lock Miter Bit, 1/2"" Shank",$46.95,$46.95,See Chart,$42.26,See Chart,,Available,FALSE,Grizzly,TW,690550817120,Parcel,
C1713,"1/16""r Anti-Kickback Roundover Bit, 1/4"" Shank",$14.95,$14.95,See Chart,$13.46,See Chart,,Available,FALSE,Grizzly,TW,690550917134,Parcel,
C1713Z,"1/16""r Anti-Kickback Roundover Bit, 1/4"" Shank",$20.95,$20.95,See Chart,$18.86,See Chart,,Available,FALSE,Grizzly,TW,690550817137,Parcel,
C1714,"1/8""r Anti-Kickback Roundover Bit, 1/4"" Shank",$14.95,$14.95,See Chart,$13.46,See Chart,,Available,FALSE,Grizzly,TW,690550917141,Parcel,
C1715,"3/16""r Anti-Kickback Roundover Bit, 1/4"" Shank",$14.95,$14.95,See Chart,$13.46,See Chart,,Available,FALSE,Grizzly,TW,690550917158,Parcel,
C1716,"1/4""r Anti-Kickback Roundover Bit, 1/4"" Shank",$15.95,$15.95,See Chart,$14.36,See Chart,,Available,FALSE,Grizzly,TW,690550917165,Parcel,
C1716Z,"1/4""r Anti-Kickback Roundover Bit, 1/4"" Shank",$21.95,$21.95,See Chart,$19.75,See Chart,,Available,FALSE,Grizzly,TW,690550817168,Parcel,
C1718,"3/8""r Anti-Kickback Roundover Bit, 1/4"" Shank",$17.95,$17.95,See Chart,$16.16,See Chart,,Available,FALSE,Grizzly,TW,690550917189,Parcel,
C1719,"1/2""r Anti-Kickback Roundover Bit, 1/4"" Shank",$17.95,$17.95,See Chart,$16.16,See Chart,,Available,FALSE,Grizzly,TW,690550917196,Parcel,
C1720,"1/8""r Anti-Kickback Roundover Bit, 1/2"" Shank",$14.95,$14.95,See Chart,$13.46,See Chart,,Available,FALSE,Grizzly,TW,690550917202,Parcel,
C1720Z,"1/8""r Anti-Kickback Roundover Bit, 1/2"" Shank",$20.95,$20.95,See Chart,$18.86,See Chart,,Available,FALSE,Grizzly,TW,690550817205,Parcel,
C1722,"1/4""r Anti-Kickback Roundover Bit, 1/2"" Shank",$15.95,$15.95,See Chart,$14.36,See Chart,,Available,FALSE,Grizzly,TW,690550917226,Parcel,
C1724,"3/8""r Anti-Kickback Roundover Bit, 1/2"" Shank",$17.95,$17.95,See Chart,$16.16,See Chart,,Available,FALSE,Grizzly,TW,690550917240,Parcel,
C1725,"1/2""r Anti-Kickback Roundover Bit, 1/2"" Shank",$20.95,$20.95,See Chart,$18.86,See Chart,,Available,FALSE,Grizzly,TW,690550917257,Parcel,
C1725Z,"1/2""r Anti-Kickback Roundover Bit, 1/2"" Shank",$27.95,$27.95,See Chart,$25.16,See Chart,,Available,FALSE,Grizzly,TW,690550817250,Parcel,
C1726,"Anti-Kickback 45 Chamfer Bit, 1/4"" Shank, 1"" Dia.",$13.50,$13.50,See Chart,$12.15,See Chart,,Available,FALSE,Grizzly,TW,690550917264,Parcel,
C1727,"Anti-Kickback 45 Chamfer Bit, 1/4"" Shank, 1-3/8"" Dia.",$18.95,$18.95,See Chart,$17.05,See Chart,,Available,FALSE,Grizzly,TW,690550917271,Parcel,
C1731,"Anti-Kickback Cove Bit, 1/4"" Shank, 1/16"" Radius",$12.95,$5.66,See Chart,$5.66,See Chart,,Available,TRUE,Grizzly,TW,690550917318,Parcel,
C1735,"Anti-Kickback Cove Bit, 1/4"" Shank, 5/16"" Radius",$14.95,$7.06,See Chart,$7.06,See Chart,,Available,TRUE,Grizzly,TW,690550917356,Parcel,
C1739,"Anti-Kickback Cove Bit, 1/2"" Shank, 3/16"" Radius",$12.95,$6.06,See Chart,$6.06,See Chart,,Available,TRUE,Grizzly,TW,690550917394,Parcel,
C1750,"Classical Bit, 1/2"" Shank, 1-1/4"" Dia.",$23.95,$16.47,See Chart,$16.47,See Chart,,Unavailable,TRUE,Grizzly,TW,690550917509,Parcel,
C1755,"5/8"" Classical Bit w/ Bearing Guide, 1/2"" Shank",$25.95,$17.36,See Chart,$17.36,See Chart,,Unavailable,TRUE,Grizzly,TW,690550917554,Parcel,
C1768,"2-1/8"" Diameter Rosette Cutter",$55.95,$55.95,See Chart,$50.35,See Chart,,Available,FALSE,Grizzly,TW,690550917684,Parcel,
C1770,"2-1/8"" Diameter Rosette Cutter",$50.95,$39.07,See Chart,$35.74,See Chart,,Available,TRUE,Grizzly,TW,690550917707,Parcel,
C1772Z,"2-1/8"" Diameter Rosette Cutter",$71.95,$46.96,See Chart,$46.96,See Chart,,Available,TRUE,Grizzly,TW,690550817724,Parcel,
C1777,"2-1/8"" Diameter Rosette Cutter",$57.95,$35.57,See Chart,$32.70,See Chart,,Available,TRUE,Grizzly,TW,690550917776,Parcel,
C1798Z,"Slot Cutter w/ 3 Bearings, 1/4"" Shank",$40.95,$26.56,See Chart,$26.56,See Chart,,Available,TRUE,Grizzly,TW,690550817984,Parcel,
C2004,"Shaper Cutter - 1/4"" & 1/2"" Quarter Round, 1/2"" Bore",$24.95,$24.95,See Chart,$22.45,See Chart,,Available,FALSE,Grizzly,TW,690550920042,Parcel,
C2005,"Shaper Cutter - 1/4"" Groove (Part of Set C2310), 1/2"" Bore",$25.95,$25.95,See Chart,$23.36,See Chart,,Available,FALSE,Grizzly,TW,690550920059,Parcel,
C2007,"Shaper Cutter - 1"" Straight, 1/2"" Bore",$22.95,$22.95,See Chart,$20.66,See Chart,,Available,FALSE,Grizzly,TW,690550920073,Parcel,
C2008,"Shaper Cutter - 1/4"" Rabbet, 1/2"" Bore",$20.95,$20.95,See Chart,$18.86,See Chart,,Available,FALSE,Grizzly,TW,690550920080,Parcel,
C2009,"Shaper Cutter - 1/2"" Rabbet, 1/2"" Bore",$20.95,$20.95,See Chart,$18.86,See Chart,,Available,FALSE,Grizzly,TW,690550920097,Parcel,
C2011,"Shaper Cutter - Cove / Quarter Round, 1/2"" Bore",$28.95,$20.38,See Chart,$20.38,See Chart,,Unavailable,TRUE,Grizzly,TW,690550920110,Parcel,
C2013,"Shaper Cutter - Drop Leaf Cove, 1/2"" Bore",$30.95,$30.95,See Chart,$27.86,See Chart,,Available,FALSE,Grizzly,TW,690550920134,Parcel,
C2027,"Shaper Cutter - 1/4"" & 1/2"" Quarter Round, 3/4"" Bore",$37.95,$37.95,See Chart,$34.16,See Chart,,Available,FALSE,Grizzly,TW,690550920271,Parcel,
C2028,"Shaper Cutter - Tongue (Part of C2311), 3/4"" Bore",$31.95,$31.95,See Chart,$30.76,See Chart,,Unavailable,FALSE,Grizzly,TW,690550920288,Parcel,Price Change
C2029,"Shaper Cutter - Groove (Part of C2311), 3/4"" Bore",$32.95,$32.95,See Chart,$30.66,See Chart,,Unavailable,FALSE,Grizzly,TW,690550920295,Parcel,Price Change
C2030,"Shaper Cutter - 1/4"" Rabbeting, 3/4"" Bore",$34.95,$34.95,See Chart,$31.45,See Chart,,Available,FALSE,Grizzly,TW,690550920301,Parcel,
C2031,"Shaper Cutter - 3/8"" Rabbeting, 3/4"" Bore",$34.95,$34.95,See Chart,$31.45,See Chart,,Available,FALSE,Grizzly,TW,690550920318,Parcel,
C2032,"Shaper Cutter - 1/2"" Rabbeting, 3/4"" Bore",$37.95,$37.95,See Chart,$34.16,See Chart,,Available,FALSE,Grizzly,TW,690550920325,Parcel,
C2033,"Shaper Cutter - 3/4"" Rabbeting, 3/4"" Bore",$37.95,$37.95,See Chart,$34.16,See Chart,,Available,FALSE,Grizzly,TW,690550920332,Parcel,
C2034,"Shaper Cutter - 1"" Rabbeting, 3/4"" Bore",$41.95,$41.95,See Chart,$37.76,See Chart,,Available,FALSE,Grizzly,TW,690550920349,Parcel,
C2035,"Shaper Cutter - 1-1/2"" Rabbeting, 3/4"" Bore",$41.95,$41.95,See Chart,$37.76,See Chart,,Available,FALSE,Grizzly,TW,690550920356,Parcel,
C2036,"Shaper Cutter - 2"" Rabbeting, 3/4"" Bore",$59.95,$59.95,See Chart,$53.95,See Chart,,Available,FALSE,Grizzly,TW,690550920363,Parcel,
C2041,"Shaper Cutter - Glue Joint, 3/4"" Bore",$37.95,$37.95,See Chart,$34.16,See Chart,,Available,FALSE,Grizzly,TW,690550920417,Parcel,
C2042,"Shaper Cutter - Drawer Joint, 3/4"" Bore",$37.95,$37.95,See Chart,$34.16,See Chart,,Available,FALSE,Grizzly,TW,690550920424,Parcel,
C2049,"Shaper Cutter - 3/4"" Flute, 3/4"" Bore",$33.95,$33.95,See Chart,$30.55,See Chart,,Available,FALSE,Grizzly,TW,690550920493,Parcel,
C2056,"Shaper Cutter - 1"" Bead, 3/4"" Bore",$41.95,$41.95,See Chart,$37.76,See Chart,,Available,FALSE,Grizzly,TW,690550920561,Parcel,
C2059,"Shaper Cutter - 1/4""r Quarter Round, 3/4"" Bore",$34.95,$34.95,See Chart,$31.45,See Chart,,Available,FALSE,Grizzly,TW,690550920592,Parcel,
C2060,"Shaper Cutter - 3/8""r Quarter Round, 3/4"" Bore",$34.95,$34.95,See Chart,$31.45,See Chart,,Available,FALSE,Grizzly,TW,690550920608,Parcel,
C2061,"Shaper Cutter - 1/2""r Quarter Round, 3/4"" Bore",$34.95,$34.95,See Chart,$31.45,See Chart,,Available,FALSE,Grizzly,TW,690550920615,Parcel,
C2062,"Shaper Cutter - 3/4""r Quarter Round, 3/4"" Bore",$37.95,$37.95,See Chart,$34.16,See Chart,,Available,FALSE,Grizzly,TW,690550920622,Parcel,
C2064,"Shaper Cutter - 1-1/4""r Quarter Round, 3/4"" Bore",$53.95,$53.95,See Chart,$48.55,See Chart,,Available,FALSE,Grizzly,TW,690550920646,Parcel,
C2065,"Panel Cutter - 5 Face Cut, 3/4"" Bore",$65.95,$65.95,See Chart,$59.35,See Chart,,Available,FALSE,Grizzly,TW,690550920653,Parcel,
C2066,"Panel Cutter - 15 Face Cut, 3/4"" Bore",$65.95,$65.95,See Chart,$59.35,See Chart,,Available,FALSE,Grizzly,TW,690550920660,Parcel,
C2067,"Panel Cutter - Ogee, 3/4"" Bore",$65.95,$65.95,See Chart,$59.35,See Chart,,Available,FALSE,Grizzly,TW,690550920677,Parcel,
C2068,"Panel Cutter - 12 Face & Quarter Round, 3/4"" Bore",$65.95,$65.95,See Chart,$59.35,See Chart,,Available,FALSE,Grizzly,TW,690550920684,Parcel,
C2069,"Panel Cutter - Convex, 3/4"" Bore",$59.95,$59.95,See Chart,$53.95,See Chart,,Available,FALSE,Grizzly,TW,690550920691,Parcel,
C2074,"Panel Cutter - 5 Face Cut, 1-1/4"" Bore",$61.95,$35.26,See Chart,$35.26,See Chart,,Unavailable,TRUE,Grizzly,TW,690550920745,Parcel,
C2075,"Panel Cutter - 15 Face Cut, 1-1/4"" Bore",$65.95,$65.95,See Chart,$59.35,See Chart,,Available,FALSE,Grizzly,TW,690550920752,Parcel,
C2076,"Panel Cutter - Ogee, 1-1/4"" Bore",$65.95,$65.95,See Chart,$59.35,See Chart,,Available,FALSE,Grizzly,TW,690550920769,Parcel,
C2077,"Panel Cutter - 12 Face & Quarter Round, 1-1/4"" Bore",$65.95,$65.95,See Chart,$59.35,See Chart,,Available,FALSE,Grizzly,TW,690550920776,Parcel,
C2078,"Panel Cutter - Convex, 1-1/4"" Bore",$65.95,$65.95,See Chart,$59.35,See Chart,,Available,FALSE,Grizzly,TW,690550920783,Parcel,
C2084,"Shaper Cutter - 1/2"" Cove & 5/16"" Quarter Round, 3/4"" Bore",$35.95,$20.46,See Chart,$20.46,See Chart,,Unavailable,TRUE,Grizzly,TW,690550920844,Parcel,
C2085,"Shaper Cutter - Female Sash, 3/4"" Bore",$35.95,$25.08,See Chart,$25.08,See Chart,,Unavailable,TRUE,Grizzly,TW,690550920851,Parcel,
C2087,"Shaper Cutter - 90 V-Groove, 3/4"" Bore",$37.95,$37.95,See Chart,$34.16,See Chart,,Available,FALSE,Grizzly,TW,690550920875,Parcel,
C2089,"Shaper Cutter - 30 Bevel, 3/4"" Bore",$35.95,$25.48,See Chart,$25.48,See Chart,,Unavailable,TRUE,Grizzly,TW,690550920899,Parcel,
C2090,"Shaper Cutter - Cove & Bead, 3/4"" Bore",$37.95,$37.95,See Chart,$36.46,See Chart,,Unavailable,FALSE,Grizzly,TW,690550920905,Parcel,Price Change
C2094,"Shaper Cutter - Triple Flute, 3/4"" Bore",$35.95,$25.18,See Chart,$25.18,See Chart,,Unavailable,TRUE,Grizzly,TW,690550920943,Parcel,
C2097,"Shaper Cutter - Ogee, 3/4"" Bore",$44.95,$44.95,See Chart,$40.45,See Chart,,Available,FALSE,Grizzly,TW,690550920974,Parcel,
C2099,"Shaper Cutter - Ogee, 3/4"" Bore",$37.95,$37.95,See Chart,$34.16,See Chart,,Available,FALSE,Grizzly,TW,690550920998,Parcel,
C2101,"Shaper Cutter - Door Lip (Clockwise Rotation), 3/4"" Bore",$35.95,$20.16,See Chart,$20.16,See Chart,,Available,TRUE,Grizzly,TW,690550921018,Parcel,
C2107,"Shaper Cutter - Quarter Bead, 3/4"" Bore",$35.95,$25.28,See Chart,$25.28,See Chart,,Unavailable,TRUE,Grizzly,TW,690550921070,Parcel,
C2113,"Shaper Cutter - Cove & Round Nose, 3/4"" Bore",$35.95,$27.38,See Chart,$27.38,See Chart,,Unavailable,TRUE,Grizzly,TW,690550921131,Parcel,
C2121,"Shaper Cutter - 1/2"" ""V"" Paneling Cutter Set, 3/4"" Bore",$155.00,$155.00,See Chart,$139.50,See Chart,,Available,FALSE,Grizzly,TW,690550921216,Parcel,
C2122,"Shaper Cutter - 3/4"" ""V"" Paneling Cutter Set, 3/4"" Bore",$180.00,$180.00,See Chart,$162.00,See Chart,,Available,FALSE,Grizzly,TW,690550921223,Parcel,
C2123,"Shaper Cutter - 1"" V-Paneling Cutter Set, 3/4"" Bore",$165.00,$165.00,See Chart,$165.00,See Chart,,Available,FALSE,Grizzly,TW,690550921230,Parcel,
C2124,"Shaper Cutter - Finger Joint, 3/4"" Bore",$116.95,$116.95,See Chart,$105.25,See Chart,,Available,FALSE,Grizzly,TW,690550921247,Parcel,
C2125,"Shaper Cutter - Double Lock Miter, 3/4"" Bore",$59.95,$59.95,See Chart,$53.95,See Chart,,Available,FALSE,Grizzly,TW,690550921254,Parcel,
C2126,"Shaper Cutter - Reversible Detail Bead & Cove, 3/4"" Bore",$34.95,$34.95,See Chart,$31.45,See Chart,,Available,FALSE,Grizzly,TW,690550921261,Parcel,
C2128,"Shaper Cutter - Reversible Detail Ogee, 3/4"" Bore",$43.95,$43.95,See Chart,$39.55,See Chart,,Available,FALSE,Grizzly,TW,690550921285,Parcel,
C2129,"Shaper Cutter - Stair Tread Nose, 3/4"" Bore",$46.95,$46.95,See Chart,$42.26,See Chart,,Available,FALSE,Grizzly,TW,690550921292,Parcel,
C2150,"1/2"" Cutter for 1-1/4"" B Stile & Rail Set - Cabinet Doors",$41.95,$41.95,See Chart,$37.76,See Chart,,Available,FALSE,Grizzly,TW,690550921506,Parcel,
C2152,"1/2"" Cutter for 1-1/4"" B Stile & Rail Set - Passage Doors",$41.95,$41.95,See Chart,$37.76,See Chart,,Available,FALSE,Grizzly,TW,690550921520,Parcel,
C2160,"5.5mm Cutter & Spacer For 3/4"" B Stile & Rail Sets - Cabinet Doors",$40.95,$40.95,See Chart,$36.85,See Chart,,Available,FALSE,Grizzly,TW,690550921605,Parcel,
C2161,"6 pc. Stile & Rail Set - Ogee, 3/4"" Bore",$225.00,$225.00,See Chart,$202.50,See Chart,,Available,FALSE,Grizzly,TW,690550921612,Parcel,
C2162,"6 pc. Stile & Rail Set - Quarter Round, 3/4"" Bore",$199.00,$199.00,See Chart,$189.52,See Chart,,Available,FALSE,Grizzly,TW,690550921629,Parcel,
C2163,"6 pc. Stile & Rail Set - Bead & Cove, 3/4"" Bore",$219.00,$219.00,See Chart,$219.00,See Chart,,Unavailable,FALSE,Grizzly,TW,690550921636,Parcel,
C2164,"6 pc. Stile & Rail Set - Roman Ogee, 3/4"" Bore",$225.00,$225.00,See Chart,$202.50,See Chart,,Available,FALSE,Grizzly,TW,690550921643,Parcel,
C2165,"6 pc. Stile & Rail Set - Quarter Bead, 3/4"" Bore",$225.00,$225.00,See Chart,$202.50,See Chart,,Available,FALSE,Grizzly,TW,690550921650,Parcel,
C2166,"Passage Doors 6 pc. Stile & Rail Set - Ogee, 3/4"" Bore",$245.00,$245.00,See Chart,$220.50,See Chart,,Available,FALSE,Grizzly,TW,690550921667,Parcel,
C2167,"Passage Doors 6 pc. Stile & Rail Set - Quarter Round, 3/4"" Bore",$245.00,$245.00,See Chart,$220.50,See Chart,,Available,FALSE,Grizzly,TW,690550921674,Parcel,
C2168,"Passage Doors 6 pc. Stile & Rail Set - Bead & Cove, 3/4"" Bore",$245.00,$245.00,See Chart,$220.50,See Chart,,Available,FALSE,Grizzly,TW,690550921681,Parcel,
C2169,"Passage Doors 6 pc. Stile & Rail Set - Roman Ogee, 3/4"" Bore",$245.00,$245.00,See Chart,$220.50,See Chart,,Available,FALSE,Grizzly,TW,690550921698,Parcel,
C2170,"Passage Doors 6 pc. Stile & Rail Set - Quarter Bead, 3/4"" Bore",$245.00,$245.00,See Chart,$220.50,See Chart,,Available,FALSE,Grizzly,TW,690550921704,Parcel,
C2171,"Entry Doors 6 pc. Stile & Rail Set - Ogee, 3/4"" Bore",$229.00,$229.00,See Chart,$229.00,See Chart,,Available,FALSE,Grizzly,TW,690550921711,Parcel,
C2172,"Entry Doors 6 Pc. Stile & Rail Set - Quarter Round, 3/4"" Bore",$199.00,$199.00,See Chart,$199.00,See Chart,,Available,FALSE,Grizzly,TW,690550921728,Parcel,
C2173,"Entry Doors 6 pc. Stile & Rail Set - Bead & Cove, 3/4"" Bore",$199.00,$199.00,See Chart,$199.00,See Chart,,Available,FALSE,Grizzly,TW,690550921735,Parcel,
C2174,"Entry Doors 6 pc. Stile & Rail Set - Roman Ogee, 3/4"" Bore",$265.00,$265.00,See Chart,$238.50,See Chart,,Available,FALSE,Grizzly,TW,690550921742,Parcel,
C2174Z,"Carbide Tipped Stile & Rail Set - Roman Ogee, 4"" Dia.",$450.00,$237.46,See Chart,$237.46,See Chart,,Available,TRUE,Grizzly,TW,690550821745,Parcel,
C2175,"Entry Doors 6 pc. Stile & Rail Set - Quarter Bead, 3/4"" Bore",$265.00,$265.00,See Chart,$238.50,See Chart,,Available,FALSE,Grizzly,TW,690550921759,Parcel,
C2175Z,"Carbide Tipped Stile & Rail Set - Quarter Bead, 4"" Dia.",$450.00,$241.36,See Chart,$241.36,See Chart,,Available,TRUE,Grizzly,TW,690550821752,Parcel,
C2176,"6 pc. Stile & Rail Set - Ogee, 1-1/4"" Bore",$245.00,$245.00,See Chart,$220.50,See Chart,,Available,FALSE,Grizzly,TW,690550921766,Parcel,
C2177,"6 pc. Stile & Rail Set - Quarter Round, 1-1/4"" Bore",$245.00,$245.00,See Chart,$220.50,See Chart,,Available,FALSE,Grizzly,TW,690550921773,Parcel,
C2179,"6 pc. Stile & Rail Set - Roman Ogee, 1-1/4"" Bore",$245.00,$245.00,See Chart,$220.50,See Chart,,Available,FALSE,Grizzly,TW,690550921797,Parcel,
C2180,"6 pc. Stile & Rail Set - Quarter Bead, 1-1/4"" Bore",$189.00,$189.00,See Chart,$189.00,See Chart,,Available,FALSE,Grizzly,TW,690550921803,Parcel,
C2184,"Passage Doors 6 pc. Stile & Rail Set - Roman Ogee, 1-1/4"" Bore",$265.00,$265.00,See Chart,$238.50,See Chart,,Available,FALSE,Grizzly,TW,690550921841,Parcel,
C2185,"Passage Doors 6 pc. Stile & Rail Set - Quarter Bead, 1-1/4"" Bore",$265.00,$265.00,See Chart,$247.71,See Chart,,Available,FALSE,Grizzly,TW,690550921858,Parcel,
C2188,"Entry Doors 6 pc. Stile & Rail Set - Bead & Cove, 1-1/4"" Bore",$245.00,$245.00,See Chart,$245.00,See Chart,,Available,FALSE,Grizzly,TW,690550921889,Parcel,
C2189,"Entry Doors 6 pc. Stile & Rail Set - Roman Ogee, 1-1/4"" Bore",$229.00,$229.00,See Chart,$229.00,See Chart,,Available,FALSE,Grizzly,TW,690550921896,Parcel,
C2190,"Entry Doors 6 pc. Stile & Rail Set - Quarter Bead, 1-1/4"" Bore",$289.00,$289.00,See Chart,$260.10,See Chart,,Available,FALSE,Grizzly,TW,690550921902,Parcel,
C2192,"5.5mm Cutter & Spacer For 3/4"" B Stile & Rail Sets - Passage Doors",$40.95,$40.95,See Chart,$36.85,See Chart,,Available,FALSE,Grizzly,TW,690550921926,Parcel,
C2200,"3-1/2"" Cove Moulding - 1"" Bore",$255.00,$255.00,See Chart,$245.60,See Chart,,Available,FALSE,Grizzly,TW,690550922008,Parcel,
C2201,"3"" Cove Moulding - 1"" Bore",$179.00,$179.00,See Chart,$179.00,See Chart,,Available,FALSE,Grizzly,TW,690550922015,Parcel,
C2204,"3-1/2"" Crown Moulding - 1"" Bore",$305.00,$305.00,See Chart,$305.00,See Chart,,Available,FALSE,Grizzly,TW,690550922046,Parcel,
C2206,"2-1/2"" Crown Moulding - 1"" Bore",$225.00,$111.36,See Chart,$111.36,See Chart,,Available,TRUE,Grizzly,TW,690550922060,Parcel,
C2208,"3-1/2"" Crown Moulding - 1"" Bore",$355.00,$355.00,See Chart,$332.12,See Chart,,Available,FALSE,Grizzly,TW,690550922084,Parcel,
C2210,"2-1/2"" Crown Moulding - 1"" Bore",$205.00,$95.36,See Chart,$95.36,See Chart,,Available,TRUE,Grizzly,TW,690550922107,Parcel,
C2211,"2"" Crown Moulding - 1"" Bore",$134.95,$62.54,See Chart,$62.54,See Chart,,Available,TRUE,Grizzly,TW,690550922114,Parcel,
C2216,"Handrail Shaper Cutter Set (Style #1) - 3/4"" Bore",$179.00,$179.00,See Chart,$161.10,See Chart,,Available,FALSE,Grizzly,TW,690550922169,Parcel,
C2218,"Handrail Shaper Cutter - 3/4"" Bore, 2-5/8"" Dia.",$101.95,$53.66,See Chart,$53.66,See Chart,,Available,TRUE,Grizzly,TW,690550922183,Parcel,
C2219,"Handrail Shaper Cutter Set (Style #2) - 3/4"" Bore",$235.00,$148.26,See Chart,$148.26,See Chart,,Available,TRUE,Grizzly,TW,690550922190,Parcel,
C2300,Undercutter For Panel Cutters,$54.95,$54.95,See Chart,$49.45,See Chart,,Available,FALSE,Grizzly,TW,690550923005,Parcel,
C2302Z,"Carbide Tipped 5/8"" Glass Door Cutter, 4"" Dia.",$87.95,$57.06,See Chart,$57.06,See Chart,,Available,TRUE,Grizzly,TW,690550823022,Parcel,
C2306,"Flooring Cutter Tongue, 3/4"" Bore, 1/2"" Cutting Width",$89.95,$44.76,See Chart,$44.76,See Chart,,Available,TRUE,Grizzly,TW,690550923067,Parcel,
C2307,"Shaper Cutter - Tongue & Groove Flooring Cutter Set, 3/4"" Bore",$175.00,$175.00,See Chart,$157.50,See Chart,,Available,FALSE,Grizzly,TW,690550923074,Parcel,
C2308,"Shaper Cutter - 45 Bevel, 3/4"" Bore",$44.95,$44.95,See Chart,$40.45,See Chart,,Available,FALSE,Grizzly,TW,690550923081,Parcel,
C2310,"Shaper Cutter - 1/4"" Tongue & Groove Set, 1/2"" Bore",$59.95,$59.95,See Chart,$53.95,See Chart,,Available,FALSE,Grizzly,TW,690550923104,Parcel,
C2311,"Shaper Cutter - Tongue & Groove Set, 3/4"" Bore",$75.95,$75.95,See Chart,$68.36,See Chart,,Available,FALSE,Grizzly,TW,690550923111,Parcel,
C2312,"Shaper Cutter - Drop Leaf - Cove, 3/4"" Bore",$37.95,$37.95,See Chart,$34.16,See Chart,,Available,FALSE,Grizzly,TW,690550923128,Parcel,
C2314,"Reversible Stile & Rail - Roman Ogee w/ Rub Collar, 3/4"" Bore",$62.95,$62.95,See Chart,$56.66,See Chart,,Available,FALSE,Grizzly,TW,690550923142,Parcel,
C2315,"Reversible Stile & Rail - Beveled w/ Rub Collar, 3/4"" Bore",$62.95,$62.95,See Chart,$56.66,See Chart,,Available,FALSE,Grizzly,TW,690550923159,Parcel,
